incident_state	date	transportation	serious_incident	latitude	longitude
OH	1990-09-14	H	0	39.9611755	-82.9987942
NY	1990-09-14	H	0	43.0481221	-76.1474244
TN	1990-09-18	A	0	35.1495343	-90.0489801
TN	1990-09-18	A	0	35.1495343	-90.0489801
TX	1990-09-20	H	0	26.1595194	-97.9908366
TN	1990-10-01	H	0	35.0456297	-85.3096801
CO	1990-10-02	H	0	38.8338816	-104.8213634
CA	1990-10-05	H	0	34.3058279	-118.4571974
IL	1990-10-08	H	0	41.8781136	-87.6297982
OH	1990-10-12	H	0	41.6639383	-83.555212
MN	1990-10-17	H	0	44.8041322	-93.1668858
PA	1990-10-17	H	0	39.9525839	-75.1652215
PA	1990-10-19	H	0	40.5042354	-79.9489413
CA	1990-10-22	H	0	37.36883	-122.0363496
MD	1990-10-24	R	0	39.6528654	-78.7625185
MI	1990-11-02	H	0	43.4194699	-83.9508068
CA	1990-11-10	H	0	34.3058279	-118.4571974
IA	1990-11-13	H	0	41.5236437	-90.5776367
VA	1990-11-14	H	0	38.7509488	-77.4752667
TX	1990-11-15	H	0	32.7667955	-96.5991593
MD	1990-11-20	H	0	39.6417629	-77.7199932
TX	1990-11-26	H	0	29.7604267	-95.3698028
NY	1990-11-28	H	0	43.0750671	-75.9518617
OH	1990-12-05	H	0	41.0329138	-84.1646163
TX	1990-12-10	H	0	32.8601275	-97.3639068
CA	1990-12-18	H	0	37.654656	-122.4077498
NC	1990-12-21	H	0	35.2270869	-80.8431267
OH	1990-12-26	H	0	39.9611755	-82.9987942
MS	1991-01-02	H	1	32.3643098	-88.703656
PA	1991-01-09	H	0	39.9625984	-76.727745
TX	1991-01-13	H	0	32.3293111	-96.6252679
VA	1991-01-16	H	0	37.5407246	-77.4360481
NY	1991-01-17	H	0	43.0481221	-76.1474244
WI	1991-01-24	H	0	44.519159	-88.019826
NC	1991-01-24	H	0	36.1198588	-80.0736533
TX	1991-01-29	H	0	29.7604267	-95.3698028
NC	1991-01-30	H	0	35.262082	-81.1873005
CA	1991-01-31	H	0	34.0522342	-118.2436849
PA	1991-01-31	H	0	39.9625984	-76.727745
NJ	1991-02-01	H	0	40.7464901	-74.1562551
FL	1991-02-06	H	0	28.0394654	-81.9498042
LA	1991-02-06	R	0	29.9129834	-90.2036868
VA	1991-02-07	H	0	39.1856597	-78.1633341
LA	1991-02-07	H	0	29.9510658	-90.0715323
TN	1991-02-08	H	0	36.1626638	-86.7816016
CA	1991-02-11	H	0	34.0522342	-118.2436849
CA	1991-02-11	H	0	38.5815719	-121.4943996
OH	1991-02-11	H	0	41.5628294	-83.6538244
CA	1991-02-11	H	0	34.3058279	-118.4571974
KS	1991-02-13	H	0	39.114053	-94.6274636
GA	1991-02-14	H	0	32.2615496	-83.7365656
PA	1991-02-22	H	0	40.2010241	-77.2002745
MO	1991-02-28	H	0	39.0997265	-94.5785667
CA	1991-03-01	H	0	37.36883	-122.0363496
NC	1991-03-05	H	0	36.1198588	-80.0736533
MI	1991-03-06	H	0	42.6389216	-83.2910468
MA	1991-03-06	H	0	42.5831997	-71.2848663
KS	1991-03-07	H	0	39.114053	-94.6274636
CA	1991-03-07	H	0	37.36883	-122.0363496
PA	1991-03-12	H	0	40.2010241	-77.2002745
DE	1991-03-13	H	0	39.6620397	-75.5668166
CA	1991-03-14	H	0	37.7749295	-122.4194155
FL	1991-03-17	H	0	27.950575	-82.4571776
CA	1991-03-19	H	0	34.3058279	-118.4571974
PA	1991-03-20	H	0	41.1920042	-79.9756122
MA	1991-03-21	H	0	42.5831997	-71.2848663
CA	1991-03-22	H	0	37.36883	-122.0363496
TX	1991-03-22	H	0	29.4627365	-95.357994
MS	1991-03-30	H	0	32.2390366	-90.1584206
NM	1991-04-04	H	0	35.0853336	-106.6055534
CA	1991-04-06	H	0	34.3058279	-118.4571974
CT	1991-04-08	H	0	41.5083668	-72.9106202
IL	1991-04-09	H	0	41.9348537	-87.879523
CA	1991-04-09	H	0	38.5804609	-121.530234
OH	1991-04-12	H	0	39.9611755	-82.9987942
TX	1991-04-15	H	0	33.2148412	-97.1330683
MI	1991-04-15	R	0	43.0125274	-83.6874562
OR	1991-04-16	H	0	44.2192901	-123.2056484
WI	1991-04-19	H	0	43.0730517	-89.4012302
MO	1991-04-22	H	0	39.0997265	-94.5785667
OK	1991-04-23	H	0	35.4675602	-97.5164276
MS	1991-04-24	H	0	32.2987573	-90.1848103
NY	1991-04-24	H	0	42.8142432	-73.9395687
NY	1991-04-25	H	0	43.0481221	-76.1474244
CA	1991-04-30	H	0	33.8352932	-117.9145036
CA	1991-05-01	H	0	38.5804609	-121.530234
KS	1991-05-01	H	0	39.114053	-94.6274636
CA	1991-05-02	H	0	37.654656	-122.4077498
OH	1991-05-08	A	0	39.4453393	-83.8285375
TX	1991-05-10	H	0	32.8601275	-97.3639068
TN	1991-05-15	H	0	35.1495343	-90.0489801
PA	1991-05-16	H	0	39.9625984	-76.727745
MO	1991-05-22	H	0	38.6270025	-90.1994042
PA	1991-05-25	H	0	41.174224	-80.453402
LA	1991-05-29	H	0	32.5251516	-93.7501789
PA	1991-06-01	H	0	40.1000961	-76.3541265
GA	1991-06-02	H	0	33.609725	-84.2873662
AL	1991-06-02	R	0	30.6953657	-88.0398912
CA	1991-06-03	H	0	37.654656	-122.4077498
OH	1991-06-03	H	0	39.9611755	-82.9987942
OH	1991-06-03	H	0	39.8789527	-82.9507363
TX	1991-06-03	H	0	33.2148412	-97.1330683
TN	1991-06-04	A	0	35.1495343	-90.0489801
NJ	1991-06-13	H	0	40.7464901	-74.1562551
SC	1991-06-13	H	0	33.8864262	-80.3810682
MI	1991-06-14	H	0	42.3944486	-83.2973732
NC	1991-06-24	H	0	35.2270869	-80.8431267
NC	1991-06-26	H	1	35.2270869	-80.8431267
CA	1991-06-27	H	0	37.654656	-122.4077498
NM	1991-06-28	H	0	35.0853336	-106.6055534
CA	1991-07-01	H	0	37.654656	-122.4077498
CA	1991-07-02	H	0	37.654656	-122.4077498
IL	1991-07-05	H	0	41.9348537	-87.879523
CA	1991-07-12	H	0	38.5804609	-121.530234
IL	1991-07-13	H	0	39.7817213	-89.6501481
TN	1991-07-17	H	0	35.0456297	-85.3096801
NY	1991-07-20	A	0	44.6994873	-73.4529124
KY	1991-07-22	H	0	38.0405837	-84.5037164
CA	1991-07-22	H	0	37.654656	-122.4077498
CA	1991-07-23	H	0	37.654656	-122.4077498
MD	1991-07-25	H	0	39.0348317	-76.9074739
NC	1991-07-28	H	0	35.2270869	-80.8431267
NJ	1991-07-29	H	0	40.8042674	-74.012084
NY	1991-07-30	H	0	43.16103	-77.6109219
TX	1991-07-30	H	0	29.7604267	-95.3698028
IN	1991-08-01	H	0	38.8611619	-86.4872149
NC	1991-08-06	H	0	36.1198588	-80.0736533
CA	1991-08-07	H	0	33.8352932	-117.9145036
OH	1991-08-08	H	0	41.6639383	-83.555212
IN	1991-08-09	H	0	41.5833688	-87.5000412
TN	1991-08-16	H	0	35.1495343	-90.0489801
OH	1991-08-23	H	0	41.6639383	-83.555212
NM	1991-08-28	H	0	31.796496	-106.5799891
IA	1991-08-30	H	0	43.1450748	-95.144318
PA	1991-09-04	H	0	40.1000961	-76.3541265
OH	1991-09-05	H	0	41.49932	-81.6943605
FL	1991-09-11	H	0	30.3321838	-81.655651
IL	1991-09-11	H	0	42.0039178	-87.9703461
SC	1991-09-16	H	0	34.1954331	-79.7625625
PA	1991-09-23	H	0	40.1000961	-76.3541265
CA	1991-09-24	H	0	38.5804609	-121.530234
IL	1991-09-26	H	0	41.931696	-87.9889556
NM	1991-09-29	H	0	35.0853336	-106.6055534
FL	1991-09-30	H	0	28.5383355	-81.3792365
CT	1991-09-30	H	0	41.8489872	-72.5717551
IN	1991-10-03	H	0	39.768403	-86.158068
FL	1991-10-03	H	0	28.5383355	-81.3792365
NJ	1991-10-08	H	0	40.8042674	-74.012084
CA	1991-10-08	H	0	36.6002378	-121.8946761
TN	1991-10-09	H	0	35.1495343	-90.0489801
CA	1991-10-11	H	0	33.8883487	-118.3089624
NC	1991-10-13	A	0	36.0726354	-79.7919754
FL	1991-10-16	H	0	26.640628	-81.8723084
MO	1991-10-16	H	0	38.6270025	-90.1994042
LA	1991-10-20	R	0	29.9510658	-90.0715323
CA	1991-10-21	H	0	38.5804609	-121.530234
KY	1991-10-21	H	0	38.0405837	-84.5037164
CA	1991-10-24	H	0	38.5804609	-121.530234
IL	1991-10-25	H	0	41.7641723	-87.7812524
CA	1991-10-29	A	0	37.8043637	-122.2711137
CA	1991-11-07	H	0	37.36883	-122.0363496
MA	1991-11-07	H	0	42.4792618	-71.1522765
FL	1991-11-11	H	0	26.640628	-81.8723084
NJ	1991-11-13	H	0	40.7464901	-74.1562551
MI	1991-11-15	H	0	42.331427	-83.0457538
AL	1991-11-15	H	0	33.5206608	-86.80249
MI	1991-11-20	H	0	42.331427	-83.0457538
OH	1991-12-02	H	0	39.8814519	-83.0929644
MN	1991-12-05	H	1	48.7005324	-96.1816816
VA	1991-12-09	R	0	37.5407246	-77.4360481
IN	1991-12-11	H	0	39.768403	-86.158068
NC	1991-12-11	H	0	36.1198588	-80.0736533
AL	1991-12-12	H	0	33.5206608	-86.80249
CO	1991-12-21	H	0	39.7294319	-104.8319195
PA	1991-12-29	H	0	40.1000961	-76.3541265
FL	1991-12-31	H	0	28.5383355	-81.3792365
CA	1992-01-09	H	0	38.5804609	-121.530234
CA	1992-01-14	H	0	37.654656	-122.4077498
GA	1992-01-14	H	0	31.1499528	-81.4914894
CT	1992-01-15	H	0	41.8489872	-72.5717551
TX	1992-01-15	H	0	29.6160671	-95.5577221
TX	1992-01-22	H	0	32.7554883	-97.3307658
WA	1992-01-25	H	0	47.6062095	-122.3320708
MS	1992-01-30	H	0	32.2390366	-90.1584206
CA	1992-01-31	H	0	34.0522342	-118.2436849
TX	1992-02-03	A	0	29.7604267	-95.3698028
MI	1992-02-03	H	0	42.3944486	-83.2973732
CA	1992-02-04	H	0	38.5804609	-121.530234
CA	1992-02-06	H	0	33.7877944	-117.8531119
CO	1992-02-11	H	0	39.7392358	-104.990251
MD	1992-02-14	H	0	39.2903848	-76.6121893
IL	1992-02-21	H	0	41.7641723	-87.7812524
UT	1992-02-25	H	0	41.1107771	-112.0260538
IL	1992-02-26	H	0	41.7500323	-87.8042216
CA	1992-02-29	R	0	34.9067778	-116.838024
KS	1992-03-02	H	0	39.114053	-94.6274636
MO	1992-03-03	H	0	38.6270025	-90.1994042
FL	1992-03-10	H	0	30.3321838	-81.655651
NC	1992-03-16	H	0	35.3787442	-81.3789739
NC	1992-03-22	H	0	35.2270869	-80.8431267
VA	1992-03-23	R	0	37.1732074	-78.1233329
CA	1992-03-27	R	0	34.0522342	-118.2436849
PA	1992-03-30	H	0	40.2010241	-77.2002745
PA	1992-03-31	H	0	39.9525839	-75.1652215
VA	1992-03-31	R	0	38.3031837	-77.4605399
TX	1992-04-02	H	0	32.7766642	-96.7969879
AZ	1992-04-11	H	0	33.4483771	-112.0740373
IA	1992-04-16	H	0	41.6005448	-93.6091064
CA	1992-04-23	H	0	37.654656	-122.4077498
NY	1992-04-24	H	0	43.16103	-77.6109219
IL	1992-04-29	H	0	41.7641723	-87.7812524
IL	1992-04-29	H	0	41.7641723	-87.7812524
GA	1992-05-03	R	0	31.2135511	-82.3540178
CA	1992-05-06	H	0	34.0522342	-118.2436849
IL	1992-05-11	H	0	40.7472594	-89.5739845
NM	1992-05-12	R	0	34.6627652	-106.7761546
IL	1992-05-15	H	0	40.666149	-89.5800978
KS	1992-05-18	H	0	39.114053	-94.6274636
MN	1992-05-19	H	0	44.977753	-93.2650108
IL	1992-05-28	H	0	41.506146	-87.6355995
IL	1992-05-28	H	0	41.7014217	-87.7792196
NJ	1992-05-29	H	0	40.7464901	-74.1562551
KY	1992-05-30	R	0	38.2526647	-85.7584557
CA	1992-06-04	H	0	33.8883487	-118.3089624
OH	1992-06-04	H	0	41.5628294	-83.6538244
MD	1992-06-08	H	0	39.6417629	-77.7199932
CA	1992-06-09	H	0	37.36883	-122.0363496
IA	1992-06-10	H	0	41.5236437	-90.5776367
FL	1992-06-12	H	0	25.7616798	-80.1917902
WA	1992-06-15	R	0	47.2528768	-122.4442906
CA	1992-06-16	H	0	38.5804609	-121.530234
CT	1992-06-17	H	0	41.4825947	-73.4095652
TX	1992-06-23	H	0	29.6910625	-95.2091006
MN	1992-06-23	H	0	44.840798	-93.2982799
MN	1992-06-25	H	0	44.840798	-93.2982799
CA	1992-06-25	H	0	33.590277	-117.6962824
AL	1992-06-25	A	0	30.6953657	-88.0398912
NM	1992-06-25	H	0	31.796496	-106.5799891
CA	1992-06-26	H	0	34.3058279	-118.4571974
IL	1992-06-29	H	0	41.7014217	-87.7792196
CA	1992-06-29	H	0	34.3058279	-118.4571974
TX	1992-06-30	H	0	32.7554883	-97.3307658
FL	1992-06-30	H	0	27.950575	-82.4571776
TX	1992-06-30	H	0	32.7554883	-97.3307658
CA	1992-06-30	H	0	37.654656	-122.4077498
CA	1992-07-02	H	0	34.3058279	-118.4571974
PA	1992-07-06	H	0	40.1350928	-76.8596945
GA	1992-07-08	H	0	33.952602	-84.5499327
CA	1992-07-08	H	0	34.0522342	-118.2436849
CA	1992-07-09	H	0	37.654656	-122.4077498
TX	1992-07-09	H	0	32.7554883	-97.3307658
IL	1992-07-10	H	0	41.7641723	-87.7812524
PA	1992-07-11	H	0	40.1350928	-76.8596945
PA	1992-07-15	H	0	40.1350928	-76.8596945
FL	1992-07-15	H	0	28.5383355	-81.3792365
IL	1992-07-16	H	0	41.8781136	-87.6297982
CA	1992-07-20	H	0	37.36883	-122.0363496
CA	1992-07-23	H	0	37.36883	-122.0363496
WI	1992-07-24	H	0	44.0247062	-88.5426136
VA	1992-07-25	H	0	36.9484528	-81.084811
MN	1992-07-27	R	0	44.9537029	-93.0899578
CO	1992-07-28	H	0	39.8083196	-104.9338675
NV	1992-07-28	H	0	36.1699412	-115.1398296
MA	1992-07-29	H	0	41.7614511	-70.7197342
IL	1992-07-31	H	0	40.1105875	-88.2072697
TN	1992-08-01	A	0	35.1495343	-90.0489801
IL	1992-08-03	H	0	41.7500323	-87.8042216
GA	1992-08-06	H	0	33.7489954	-84.3879824
CA	1992-08-08	H	0	38.5804609	-121.530234
MN	1992-08-08	H	0	45.1607987	-93.2349489
FL	1992-08-11	H	0	27.9094665	-82.7873244
OH	1992-08-13	H	0	41.5628294	-83.6538244
SC	1992-08-13	H	0	34.9203946	-82.2962268
MA	1992-08-17	H	0	42.5831997	-71.2848663
PA	1992-08-20	H	0	41.174224	-80.453402
MD	1992-08-21	H	0	38.9340002	-76.8966397
WI	1992-08-24	H	0	42.8858503	-87.8631362
OH	1992-08-25	H	0	39.7589478	-84.1916069
PA	1992-08-28	H	0	41.174224	-80.453402
VA	1992-08-28	W	0	36.8354258	-76.2982742
TN	1992-08-28	A	0	35.1495343	-90.0489801
CO	1992-09-04	H	0	39.7294319	-104.8319195
NY	1992-09-04	A	0	40.7492678	-73.6406845
IA	1992-09-09	H	0	41.6005448	-93.6091064
IN	1992-09-09	A	0	39.768403	-86.158068
DE	1992-09-10	H	0	39.6620397	-75.5668166
CO	1992-09-10	H	0	39.7392358	-104.990251
DE	1992-09-22	H	0	39.6620397	-75.5668166
UT	1992-09-22	H	0	40.7607793	-111.8910474
PA	1992-09-25	H	0	39.9625984	-76.727745
GA	1992-09-25	H	0	31.1499528	-81.4914894
IA	1992-09-29	H	0	41.5236437	-90.5776367
FL	1992-09-30	H	0	27.950575	-82.4571776
WI	1992-09-30	H	0	42.8858503	-87.8631362
OH	1992-10-01	A	0	39.4453393	-83.8285375
WA	1992-10-07	H	0	47.6739881	-122.121512
NE	1992-10-12	H	1	41.2523634	-95.9979883
FL	1992-10-13	H	0	27.950575	-82.4571776
CA	1992-10-14	H	0	32.715738	-117.1610838
NJ	1992-10-19	H	0	40.7464901	-74.1562551
WA	1992-10-19	R	0	47.6587802	-117.4260466
OH	1992-10-20	A	0	39.4453393	-83.8285375
OR	1992-10-21	H	0	45.5230622	-122.6764816
TN	1992-10-22	A	0	35.1495343	-90.0489801
CA	1992-10-23	H	0	34.0522342	-118.2436849
PA	1992-10-24	H	0	40.1000961	-76.3541265
OH	1992-10-26	H	0	39.7589478	-84.1916069
NJ	1992-10-28	H	0	40.7464901	-74.1562551
NY	1992-11-10	H	0	42.8864468	-78.8783689
PA	1992-11-10	H	0	40.1000961	-76.3541265
PA	1992-11-13	H	0	40.0325817	-75.6274583
TN	1992-11-14	H	0	35.1495343	-90.0489801
NJ	1992-11-19	H	0	40.7464901	-74.1562551
TX	1992-12-07	H	0	32.7554883	-97.3307658
SC	1992-12-11	R	0	34.1954001	-82.1617883
CO	1992-12-17	H	0	39.7392358	-104.990251
OK	1992-12-19	H	0	35.4675602	-97.5164276
CO	1992-12-23	H	0	39.7392358	-104.990251
UT	1992-12-30	H	0	40.7607793	-111.8910474
KS	1993-01-04	H	0	39.114053	-94.6274636
TX	1993-01-05	H	0	32.7766642	-96.7969879
CO	1993-01-05	H	0	39.8083196	-104.9338675
TN	1993-01-07	A	0	35.1495343	-90.0489801
IL	1993-01-08	R	0	41.6333678	-87.6331021
PA	1993-01-11	H	0	39.8856076	-75.5280085
MD	1993-01-11	H	0	39.2903848	-76.6121893
MO	1993-01-12	H	0	38.6270025	-90.1994042
CO	1993-01-12	H	0	39.8083196	-104.9338675
CA	1993-01-13	H	0	34.8957957	-117.0172826
PA	1993-01-13	H	0	40.1350928	-76.8596945
OH	1993-01-13	H	0	39.9611755	-82.9987942
PA	1993-01-13	H	0	39.9525839	-75.1652215
PA	1993-01-15	H	0	40.1350928	-76.8596945
NJ	1993-01-21	H	0	40.7464901	-74.1562551
NY	1993-01-29	H	0	40.7003793	-73.5929056
PA	1993-01-30	H	0	40.240348	-79.5767066
CA	1993-02-01	H	0	37.654656	-122.4077498
TN	1993-02-01	H	0	35.1495343	-90.0489801
OH	1993-02-01	H	0	39.5150576	-84.3982763
VA	1993-02-02	H	0	36.8529263	-75.977985
CA	1993-02-08	H	0	37.654656	-122.4077498
PA	1993-02-09	A	0	39.9525839	-75.1652215
CO	1993-02-15	H	0	39.7392358	-104.990251
AL	1993-02-16	H	0	30.6953657	-88.0398912
UT	1993-02-17	H	0	40.7607793	-111.8910474
CA	1993-02-19	H	0	37.654656	-122.4077498
IL	1993-02-22	H	0	42.4461322	-87.8328505
FL	1993-02-23	H	0	27.9094665	-82.7873244
NJ	1993-02-23	H	0	40.8042674	-74.012084
CA	1993-03-02	H	0	37.654656	-122.4077498
TX	1993-03-04	H	0	32.7554883	-97.3307658
CA	1993-03-05	H	0	34.0852868	-117.9608978
NY	1993-03-08	H	0	40.7003793	-73.5929056
CA	1993-03-09	H	0	33.8883487	-118.3089624
IA	1993-03-10	H	0	41.5236437	-90.5776367
MO	1993-03-10	H	0	38.9517053	-92.3340724
CA	1993-03-10	H	0	33.8883487	-118.3089624
NY	1993-03-11	H	0	40.7003793	-73.5929056
TX	1993-03-12	H	0	32.7554883	-97.3307658
MN	1993-03-15	H	0	45.0791325	-93.1471667
OH	1993-03-17	H	0	39.9611755	-82.9987942
OH	1993-03-19	H	0	39.8814519	-83.0929644
TX	1993-03-19	H	0	32.7554883	-97.3307658
IA	1993-03-21	H	0	43.1313557	-95.0236013
FL	1993-03-23	H	0	27.9094665	-82.7873244
CA	1993-03-23	H	0	32.715738	-117.1610838
PA	1993-03-23	H	0	40.2010241	-77.2002745
TN	1993-03-24	H	0	35.1495343	-90.0489801
TX	1993-03-24	H	0	32.7667955	-96.5991593
CO	1993-03-25	H	0	39.7294319	-104.8319195
MN	1993-03-25	H	0	45.0791325	-93.1471667
CA	1993-03-25	H	0	38.5804609	-121.530234
MO	1993-03-25	H	0	38.7699175	-90.4667501
CA	1993-03-25	H	0	34.003903	-118.230073
WI	1993-03-26	H	0	44.0247062	-88.5426136
PA	1993-04-01	H	0	40.1350928	-76.8596945
GA	1993-04-02	H	0	33.949281	-83.534608
CA	1993-04-02	H	0	34.3058279	-118.4571974
PA	1993-04-06	H	0	39.9525839	-75.1652215
CT	1993-04-08	H	0	41.8489872	-72.5717551
TX	1993-04-08	H	0	32.7766642	-96.7969879
CA	1993-04-08	R	0	38.7521235	-121.2880059
NY	1993-04-08	H	0	42.0986867	-75.9179738
TX	1993-04-09	H	0	29.7604267	-95.3698028
CA	1993-04-13	H	0	37.7749295	-122.4194155
TN	1993-04-14	H	0	35.1495343	-90.0489801
OH	1993-04-16	H	0	41.6639383	-83.555212
WI	1993-04-16	H	0	44.519159	-88.019826
PA	1993-04-16	H	0	39.9525839	-75.1652215
CA	1993-04-19	H	0	34.3058279	-118.4571974
CO	1993-04-19	H	0	39.7392358	-104.990251
CA	1993-04-19	H	0	34.003903	-118.230073
OH	1993-04-20	H	0	41.5628294	-83.6538244
NC	1993-04-21	H	0	36.0726354	-79.7919754
CA	1993-04-22	H	0	37.9357576	-122.3477486
OH	1993-04-23	H	0	39.8814519	-83.0929644
TX	1993-04-26	H	0	32.7554883	-97.3307658
IL	1993-04-27	H	0	41.7014217	-87.7792196
PA	1993-04-27	H	0	40.1000961	-76.3541265
OH	1993-04-28	A	0	39.4453393	-83.8285375
CA	1993-04-28	H	0	33.8583483	-118.0647871
CO	1993-04-28	H	0	39.8083196	-104.9338675
TN	1993-04-28	H	0	35.1495343	-90.0489801
NC	1993-04-29	H	0	35.2270869	-80.8431267
MI	1993-04-30	H	0	42.2917069	-85.5872286
GA	1993-05-03	H	0	33.9412127	-84.2135309
LA	1993-05-04	H	0	32.5251516	-93.7501789
CA	1993-05-04	H	0	37.9357576	-122.3477486
OH	1993-05-05	H	0	39.8814519	-83.0929644
CA	1993-05-05	H	0	37.9357576	-122.3477486
MD	1993-05-07	H	0	39.0348317	-76.9074739
AL	1993-05-07	H	0	32.3668052	-86.2999689
CA	1993-05-11	H	0	38.232417	-122.6366524
LA	1993-05-11	H	0	29.9913149	-90.4481387
TX	1993-05-12	H	0	32.7667955	-96.5991593
WA	1993-05-17	H	0	47.6062095	-122.3320708
FL	1993-05-19	H	0	27.9094665	-82.7873244
LA	1993-05-19	H	0	30.1907628	-93.5812717
IL	1993-05-20	H	0	41.7641723	-87.7812524
AZ	1993-05-24	H	0	33.4483771	-112.0740373
MN	1993-05-24	H	0	44.8041322	-93.1668858
IN	1993-05-24	H	0	39.768403	-86.158068
OH	1993-05-24	H	0	39.1031182	-84.5120196
PA	1993-05-24	H	0	40.2010241	-77.2002745
FL	1993-05-25	H	0	27.950575	-82.4571776
CA	1993-05-25	H	0	34.3058279	-118.4571974
TX	1993-05-25	H	0	32.7667955	-96.5991593
PA	1993-05-27	H	0	40.1350928	-76.8596945
IN	1993-05-27	H	0	39.768403	-86.158068
TX	1993-05-27	H	0	29.7604267	-95.3698028
NY	1993-05-28	H	0	43.0653446	-76.0785332
NC	1993-05-29	H	0	36.1198588	-80.0736533
FL	1993-06-02	H	0	27.9094665	-82.7873244
IN	1993-06-02	A	0	39.768403	-86.158068
WI	1993-06-03	H	0	44.0247062	-88.5426136
KS	1993-06-03	H	0	39.114053	-94.6274636
OH	1993-06-03	H	0	41.5628294	-83.6538244
IL	1993-06-03	H	0	41.7641723	-87.7812524
TX	1993-06-04	H	0	30.6743643	-96.3699632
PA	1993-06-04	H	0	40.2192374	-79.6094849
OH	1993-06-05	H	0	41.0814447	-81.5190053
IL	1993-06-05	H	0	41.7014217	-87.7792196
CA	1993-06-06	H	0	34.5827699	-117.409215
FL	1993-06-08	H	0	26.3184123	-80.0997657
CA	1993-06-08	H	0	37.9357576	-122.3477486
SD	1993-06-09	H	0	43.5445959	-96.7311034
OH	1993-06-10	H	0	39.8814519	-83.0929644
OH	1993-06-10	H	0	39.9611755	-82.9987942
OH	1993-06-10	H	0	41.5628294	-83.6538244
NJ	1993-06-10	H	0	40.8042674	-74.012084
OR	1993-06-11	H	0	45.5230622	-122.6764816
TX	1993-06-12	H	0	32.7554883	-97.3307658
GA	1993-06-13	H	0	30.6846637	-83.1828732
MN	1993-06-14	H	0	44.977753	-93.2650108
CA	1993-06-15	H	0	38.5815719	-121.4943996
IN	1993-06-20	H	0	39.768403	-86.158068
CA	1993-06-22	H	0	34.003903	-118.230073
CA	1993-06-23	H	0	34.0522342	-118.2436849
IL	1993-06-23	H	0	41.5094771	-90.5787476
IL	1993-06-24	H	0	42.1275267	-87.8289548
MI	1993-06-24	H	0	42.9133602	-85.7053085
NY	1993-06-24	H	0	40.7127837	-74.0059413
CA	1993-06-24	H	0	37.9357576	-122.3477486
TN	1993-06-28	H	0	35.0456297	-85.3096801
CO	1993-06-28	H	0	39.8083196	-104.9338675
MN	1993-06-28	R	0	47.2382796	-93.6466061
OH	1993-06-29	H	0	39.9611755	-82.9987942
CA	1993-06-29	H	0	37.654656	-122.4077498
CA	1993-06-30	H	0	33.8583483	-118.0647871
TX	1993-06-30	H	0	33.1567863	-94.968269
NJ	1993-06-30	H	0	40.7464901	-74.1562551
SC	1993-07-01	H	0	34.8526176	-82.3940104
OH	1993-07-01	R	0	41.49932	-81.6943605
CA	1993-07-01	H	0	38.232417	-122.6366524
PA	1993-07-01	H	0	40.0325817	-75.6274583
CA	1993-07-02	H	0	34.3058279	-118.4571974
TX	1993-07-06	A	0	30.267153	-97.7430608
FL	1993-07-06	H	0	26.7753405	-80.0580969
MA	1993-07-07	H	0	42.4792618	-71.1522765
PA	1993-07-07	H	0	40.2192374	-79.6094849
TX	1993-07-08	H	0	30.080174	-94.1265562
OH	1993-07-09	H	0	39.8814519	-83.0929644
CA	1993-07-09	H	0	33.8583483	-118.0647871
PA	1993-07-10	H	0	41.1592302	-79.0586474
TX	1993-07-12	H	0	32.7554883	-97.3307658
MO	1993-07-12	R	0	39.0997265	-94.5785667
PA	1993-07-15	H	0	40.1350928	-76.8596945
PA	1993-07-15	H	0	40.1350928	-76.8596945
CA	1993-07-15	H	0	37.9357576	-122.3477486
IN	1993-07-15	R	0	39.7628227	-86.3997167
NJ	1993-07-16	H	0	40.9259319	-74.6348828
MI	1993-07-16	H	0	42.9133602	-85.7053085
PA	1993-07-17	H	0	40.240348	-79.5767066
PA	1993-07-17	H	0	40.2010241	-77.2002745
CT	1993-07-18	H	0	41.8489872	-72.5717551
WA	1993-07-18	H	0	47.3809335	-122.2348431
OR	1993-07-19	H	0	45.5230622	-122.6764816
CA	1993-07-21	H	0	38.5815719	-121.4943996
OH	1993-07-21	H	0	39.9611755	-82.9987942
IL	1993-07-21	H	0	41.7641723	-87.7812524
PA	1993-07-22	H	0	40.1350928	-76.8596945
IL	1993-07-23	H	0	41.7641723	-87.7812524
LA	1993-07-26	H	0	29.8549287	-89.9906253
VA	1993-08-02	H	0	37.5407246	-77.4360481
WA	1993-08-03	H	0	47.6062095	-122.3320708
MO	1993-08-03	H	0	38.6270025	-90.1994042
IL	1993-08-04	H	0	41.5094771	-90.5787476
MO	1993-08-04	H	0	38.6270025	-90.1994042
OH	1993-08-04	H	0	41.5628294	-83.6538244
NY	1993-08-05	H	0	43.0653446	-76.0785332
TN	1993-08-05	A	0	35.1495343	-90.0489801
IN	1993-08-10	H	0	39.768403	-86.158068
OH	1993-08-11	H	0	39.1031182	-84.5120196
TN	1993-08-13	H	0	35.1495343	-90.0489801
TX	1993-08-16	H	0	32.7554883	-97.3307658
KY	1993-08-17	H	0	38.0405837	-84.5037164
MO	1993-08-19	H	0	38.5126456	-90.4429881
OH	1993-08-19	H	0	41.5628294	-83.6538244
PA	1993-08-23	H	0	40.2010241	-77.2002745
CA	1993-08-23	H	0	38.232417	-122.6366524
AL	1993-08-24	H	0	30.6953657	-88.0398912
MO	1993-08-24	H	0	38.6270025	-90.1994042
